星座,No,名前,メインビルドタイプ,類似の名前
oden,028,紅伸拘,rough,紅伸樹
oden,029,柄崎大百,special,柄崎大吾
oden,030,日菜望彦,tension,白菜望彦
oden,031,法連草矢,counter,法蓮草矢
oden,032,買地谷紀久,rough,貫地谷紀久
oden,033,風流則,tension,風流厘
oden,034,愛媛安春,bond,愛媛安春
oden,035,清涼瑞章,justice,清涼瑞章
oden,036,前野正秋,tension,煎野正秋
oden,037,末武安人,rough,末武安人
oden,038,四川オ介,bond,四川才介
oden,039,小出石力丸,tension,小出石力丸
oden,040,豆葉有起哉,rough,豆葉有起哉
oden,041,密島隆介,rough,密島隆介
oden,042,鯉見文太,tension,鱈見文太
oden,043,茶山充裕,special,茶山充裕
oden,044,酒井敏康,justice,酒井敏康
oden,045,草部栄一,tension,草部栄一
oden,046,和歌山謙,special,和歌山慶
oden,047,片畑沿,justice,片畑尚
oden,048,賀夢健太郎,tension,賀夢健太郎
oden,049,山西浩正,justice,山西浩正
oden,050,寿大郎,counter,寿太郎
oden,051,高城貞人,bond,高城貞人
oden,052,青森潤,bond,青森潤
oden,053,二聞晶,special,二瓶晶
oden,054,,tension,
oden,055,吉岡上腕,rough,吉岡瞬
oden,056,漁火三省,counter,漁火三省
oden,057,酒田達士,justice,酒田達士
oden,058,比喜大樹,special,比嘉大樹
oden,059,堀口将志,rough,堀口将志
oden,060,牛原蒼ノプ,bond,牛原蒼甫
oden,061,永野幸平,rough,永野幸平
oden,062,冷粋著,tension,冷粋翔
oden,063,広瀬芳正,counter,広瀬芳正
oden,064,青野穂高,counter,青野穂高
oden,065,千葉朗人,rough,千葉朗人
oden,066,,justice,
oden,067,五十嵐明,rough,五十嵐明
oden,068,小帳竜也,bond,小幡竜也
oden,069,戸田雄一郎,special,戸田雄一郎
oden,070,三重泰輔,rough,三重泰輔
oden,071,空野礼文,tension,空野礼文
oden,072,真人仮名井承,bond,真仮名井承
oden,073,氷山有起哉,counter,氷山有起哉
oden,074,押矢万部,tension,押矢万部
oden,075,円輪豊,bond,円輪豊
oden,076,若杉洋,rough,若杉洋
oden,077,未久央,justice,-
oden,078,瑞左覧礼人,bond,瑞慶覧礼人
oden,079,渡具知雅洋,counter,渡具知雅洋
oden,080,串田香津世,special,串田香津世
oden,081,知念直輝,justice,知念直輝
oden,082,広部悟,justice,広部悟
oden,083,晴谷紀子,tension,蛸谷紀子
oden,084,副島健人,justice,副島健人
oden,085,及川勝信,rough,及川勝信
oden,086,長坂彰人,counter,長坂彰人
oden,087,誠向徳,tension,-
oden,088,木葉伸年,special,木葉伸年
oden,089,田頭友好,justice,田頭友好
oden,090,房川小梅,rough,房川小梅
oden,091,井本紗由美,justice,井本紗由美
oden,092,宮永音介,bond,宮永竜介
oden,093,越前冬夏,tension,越前冬夏
oden,094,綱条恭介,tension,綱海条介
oden,095,,bond,
oden,096,茂野久彦,special,茂野久彦
oden,097,松浦義人,justice,松浦義人
oden,098,海川佳典,rough,海川佳典
oden,099,津野軍治,justice,津野軍治
oden,100,田野食安志,justice,田野倉安志
oden,101,フリオ・アコスタ,bond,フリオ・アコスタ
oden,102,浜名刻菓,counter,浜名刻菓
oden,103,ファル・ファルーグ,counter,ファル・ファルーク
oden,104,マツローネネ・テイィタニート,tension,マッローネ・ティタニート
oden,105,丹野立放,special,丹野立彦
oden,106,熱田実,special,熱田実
oden,107,黄池善三,tension,黄池善三
oden,108,,bond,
oden,109,リオネル・グルス,rough,リオネル・クルス
oden,110,,tension,
oden,111,トニー・ストライダス,justice,トニー・ストライダス
oden,112,人衝ルマン・サムバムエル,bond,ヘルマン・サムエル
oden,113,ミゲル・アーロン,bond,ミゲル・アーロン
oden,114,デイノ・マルディーニ,tension,ディノ・マルディーニ
oden,115,ホアン・ナダル,tension,ホアン・ナダル
oden,116,クロード・モロー,tension,クロード・モロー
oden,117,白皇リンゴ,rough,白雪リンゴ
oden,118,イゴル・フレイレ,tension,イゴル・フレイレ
oden,119,志村壮太郎,rough,志村辛太郎
oden,120,西寒田聖平,rough,西寒田聖平
oden,121,竹川祥幸,justice,芋川祥幸
oden,122,ムラムリ・ザマニ,special,ムラムリ・ザマニ
oden,123,マヌエル・エーヴエルス,justice,マヌエル・エーヴェルス
oden,124,ヒュユュー・マケバ人,counter,ヒュー・マケバ
oden,125,曲直瀬信義,rough,曲直瀬倫義
oden,126,クルト・ザベル,bond,クルト・ザベル
oden,127,,counter,
oden,128,,counter,
oden,129,隠津島小科,bond,隠津島小綾
oden,130,高力岐一郎,bond,高力岐一郎
oden,131,山菜茜,bond,山菜茜
oden,132,空野半,tension,空野葵
oden,133,症戸水島,special,瀬戸水鳥
oden,134,深田額,rough,深田顎
oden,135,伊本武司,bond,伊本武司
oden,136,,rough,
oden,137,空原用乃介,counter,空原腹乃介
oden,138,空原用乃介,counter,空原腹乃介
oden,139,上須田四郎,rough,上須田四郎
oden,140,野谷計一郎,justice,野谷計一郎
oden,141,滑川巳逢児,justice,滑川巳矩児
oden,142,河崎銀大,bond,河崎銀太
oden,143,青菜梗一,special,青菜梗一
oden,144,宰山食朗,tension,寧山食朗
oden,145,,counter,
oden,146,鉄鋼佳降,tension,鉄鍋佳降
oden,147,八家通,bond,八家通
oden,148,若海稚河,special,若海稚藻
oden,149,タント・タダベリーヨ,rough,タント・タべリーヨ
oden,150,土綱吉之助,special,土鍋吉之助
oden,151,南瓜衣留,rough,南瓜衣留
oden,152,菜花茜名子,tension,菜花黄名子
oden,153,角燈参人,rough,角燈参人
oden,154,作尾仁,special,靴作小仁
oden,155,律高品子,tension,律高品子
oden,156,弥衣満,special,緋衣満
oden,157,典角二,rough,典角韋
oden,158,典角二,rough,典角韋
oden,159,古池敦毅,rough,古池敦毅
oden,160,ウイル・フディイィイング,counter,ウィル・プディング
oden,161,氷見谷愛蔵,special,氷見谷愛蔵
oden,162,氷見谷愛蔵,special,氷見谷愛蔵
oden,163,真二屋才人,justice,真二屋才人
oden,164,真二屋才人,justice,真二屋才人
oden,165,浦部奈美,counter,浦部奈美
oden,166,木崎里,counter,木崎里
penguin,001,洞面秀一郎,counter,洞面秀一郎
penguin,002,人ルルバトス,rough,バルバトス
penguin,003,,bond,
penguin,004,大杉大,counter,大杉太
penguin,005,多聞北玄,bond,多聞北玄
penguin,006,西郷隆,tension,西郷隆
penguin,007,牧谷,rough,牧谷寛
penguin,008,渋木閉大,rough,渋木翔大
penguin,009,恵那和樹,special,恵那和樹
penguin,010,醒本主,tension,-
penguin,011,佐久間次郎,counter,佐久間次郎
penguin,012,寺門大貴,rough,寺門大貴
penguin,013,上鬼道有人,justice,鬼道有人
penguin,014,責陸極,special,南陸極
penguin,015,相本武,justice,榎本武
penguin,016,烈出金道,special,烈風金道
penguin,017,水草陽之,tension,水草陽之
penguin,018,吉備桃太郎,bond,吉備桃太郎
penguin,019,滋賀詩作,bond,滋賀圭作
penguin,020,馬頭鋭気,tension,馬頭鋭気
penguin,021,日柄美照,justice,日柄美照
penguin,022,岐阜悠紀,special,岐阜悠紀
penguin,023,弥谷合五,bond,弥谷剣五
penguin,024,等和了,justice,竺和了
penguin,025,帯屋歴人,counter,帯屋歴人
penguin,026,池州款記,tension,池州宗彦
penguin,027,馬場信輔,justice,馬場信輔
penguin,028,鯉真精児,bond,鯉真精児
penguin,029,比得碧介,special,比得呂介
penguin,030,水上渡,rough,水上渡
penguin,031,片含区音,justice,片倉慈音
penguin,032,佐久間次郎,special,佐久間次郎
penguin,033,戸次弘佑,rough,戸次弘佑
penguin,034,相馬療鬼,special,相馬善鬼
penguin,035,池宮城波留,bond,池宮城波留
penguin,036,八代桃子,counter,八代桃子
penguin,037,牛島理恵,rough,牛島理恵
penguin,038,本間美雨,special,本間美雨
penguin,039,政池祥多,bond,政池祥多
penguin,040,岡室明久,bond,岡室明久
penguin,041,小山千枝里,justice,小山千枝里
penguin,042,能島政和,tension,能島政和
penguin,043,小笠原家紀,counter,小笠原宏紀
penguin,044,馬見おさむ,rough,馬見おさむ
penguin,045,中原寿司,special,中原寿司
penguin,046,吉田数人,rough,吉田数人
penguin,047,六山峰生,tension,斧山峰生
penguin,048,竹谷八千穂,tension,竹谷八千穂
penguin,049,含島麻緒,rough,倉島麻緒
penguin,050,,bond,
penguin,051,上度西白次,justice,虎西白次
penguin,052,鹿内英文,justice,鹿内英文
penguin,053,デモーニオ・ストラーダ,rough,デモーニオ・ストラーダ
penguin,054,雀南朱美,special,雀南朱美
penguin,055,不動明王,rough,不動明王
penguin,056,ダニエル・バラッツクグ,counter,ダニエル・バラック
penguin,057,押尾栄吉,special,押尾栄吉
penguin,058,笹山赴生,rough,笹山寛生
penguin,059,武北玄款,counter,武北玄宗
penguin,060,河原大二郎,justice,河原大二郎
penguin,061,ベドロロ・モレノ,rough,ペドロ・モレノ
penguin,062,竜東青士郎,special,竜東青士郎
penguin,063,人へゼキエル・デビリアズ,justice,ヘゼキエル・デビリアズ
penguin,064,レジー・イネス,bond,レジー・イネス
penguin,065,針根津菩成,tension,針根津哲成
penguin,066,有袋千愛,justice,有袋千愛
penguin,067,鴨野奏,special,鴨野奏絵
penguin,068,羊谷信義,special,羊谷倫義
penguin,069,山六村相気,bond,山羊村相気
penguin,070,,special,
penguin,071,獅子谷音目矢,special,獅子谷音目矢
penguin,072,多賀谷農,special,多賀谷鯰
penguin,073,人拓邦遇,tension,人狼邦暁
penguin,074,牛窓杜太,rough,牛窓壮太
penguin,075,佐太裏之介,tension,佐太豪之介
penguin,076,利根川罰夏,bond,利根川智夏
penguin,077,小態坂洲,rough,小熊坂洲
penguin,078,針山マチラプ,bond,針山マチヲ
penguin,079,蟹江亜留大,special,蟹江亜留太
penguin,080,猪八戒,bond,猪八戒
penguin,081,,justice,
penguin,082,羊家八マル,justice,羊家ハマル
penguin,083,沙悟浄,counter,沙悟浄
penguin,084,回坂悟,tension,向坂悟
penguin,085,環勝紐夫,special,魚勝紐夫
penguin,086,洞沢秀二,bond,洞沢秀二
penguin,087,五木勝正,justice,五木勝正
penguin,088,,counter,
penguin,089,大溢殿男,rough,大瀧殿男
penguin,090,成田賢也,justice,成田賢也
penguin,091,サスケ,bond,サスケ
penguin,092,,tension,
penguin,093,浦田太留育,tension,蒲田太留彦
penguin,094,茂日鼻太,justice,茂日寛太
penguin,095,逸見久仁刻,bond,逸見久仁彦
penguin,096,佐々上鬼央,special,佐々鬼厳
penguin,097,増荒門輝,bond,増荒門輝
penguin,098,御門春馬,justice,御門春馬
penguin,099,中邑未前,tension,中邑未散
penguin,100,華村董,special,華村薫
penguin,101,皿野迅大,tension,吉野大
penguin,102,増長朱南,bond,増長朱南
penguin,103,持国東表美,bond,持国東青美
penguin,104,広目西白子,counter,広目西白子
penguin,105,郷戸羊之介,bond,郷戸羊之介
penguin,106,安室秦雅,special,安室泰雅
penguin,107,蜂花蜜子,special,蜂花蜜子
penguin,108,鎌井川桐也,special,鎌井川桐也
penguin,109,獅子原叶,bond,獅子原哮
penguin,110,寺坂トキオ,counter,寺坂トキオ
penguin,111,,rough,
penguin,112,早矢馬守郎,justice,早矢馬鏑郎
penguin,113,サスK,counter,サトス
penguin,114,井野部キーコ,justice,井野部キーコ
penguin,115,上鬼道有人,special,鬼道有人
penguin,116,種村英輔,counter,穂村英輔
penguin,117,元屋敷空交,justice,元屋敷空輝
penguin,118,陣野アシュレイ,justice,陣野アシュレイ
penguin,119,安座ナオイチ,rough,安座ナオイチ
penguin,120,怖崎テオ,bond,殿崎テオ
penguin,121,本能寺音海,bond,本能寺音海
penguin,122,星見沢キヨウ,rough,星見沢キョウ
penguin,123,,tension,
penguin,124,盟央煙,rough,盟帝央煌
penguin,125,夜桜志々奴,special,夜桜志々雄
penguin,126,江流崎英知,tension,江流崎英知
penguin,127,鉄杜道助,special,鉄柱道助
penguin,128,堀内保乃加,bond,堀内保乃加
penguin,129,戦道責凛,justice,戦導真凛
penguin,130,叶肝那,tension,叶射那
penguin,131,二代目,justice,二代目
penguin,132,宮国雅子,bond,宮園雅子
ramen,001,出前洋,tension,出前洋
ramen,002,響木正剛,rough,響木正剛
ramen,003,浜野海士,bond,浜野海士
ramen,004,アイエル,bond,アイエル
ramen,005,獅子丸,special,獅子丸
ramen,006,会田力,bond,会田力
ramen,007,見角奴,justice,-
ramen,008,響木正剛,special,響木正剛
ramen,009,,bond,
ramen,010,大玉好美,counter,大玉好美
ramen,011,出浦清盛,tension,出浦清盛
ramen,012,育井庄児,special,育井庄児
ramen,013,平生仁,special,平生仁
ramen,014,赤川細,bond,赤川翼
ramen,015,楠木利成,justice,楠木昌成
ramen,016,地蔵久夢,counter,地蔵久夢
ramen,017,,tension,
ramen,018,国定忠次郎,justice,国定忠次郎
ramen,019,仏良夫,bond,仏良夫
ramen,020,,counter,
ramen,021,小棟晋也,special,小椋晋也
ramen,022,関羽長人,counter,関羽長人
ramen,023,飛田玲二,bond,飛田玲二
ramen,024,印識鑑次,tension,印旛鑑次
ramen,025,寺山岳治,bond,雪山岳治
ramen,026,,counter,
ramen,027,早過磨,counter,-
ramen,028,香川明央,justice,香川明央
ramen,029,寺本豊,rough,寺本豊
ramen,030,韓信潜,justice,韓信潜
ramen,031,北条新九郎,bond,北条新九郎
ramen,032,召佐洋介,counter,岩佐洋介
ramen,033,北海道伸,special,北海道伸
ramen,034,反召乱,justice,-
ramen,035,新見主税,justice,新見主税
ramen,036,市松竜也,tension,市松竜也
ramen,037,大岡療,rough,大岡善
ramen,038,新川夏姫,bond,新川夏姫
ramen,039,,special,
ramen,040,長浜細道,rough,長浜細道
ramen,041,網海打介,justice,綱海条介
ramen,042,坦田大将,bond,垣田大将
ramen,043,奈利田我暑衣,counter,祭利田我暑衣
ramen,044,粉川違,bond,粉川悦
ramen,045,宜径塁,tension,細径塁
ramen,046,浜夏天衣,rough,浜夏天衣
ramen,047,,rough,
ramen,048,安刻夏男,tension,安刻真男
ramen,049,好秋妃,counter,好桃妃
ramen,050,,special,
ramen,051,猪苗代阿子,tension,猪苗代阿子
ramen,052,助高営士,special,助高誉士
ramen,053,居将左右衛門,justice,居将左右衛門
ramen,054,緑曲安也,counter,緑曲安也
ramen,055,蒼月希観,special,蒼月希観
ramen,056,古民主子,tension,古民幸子
ramen,057,三国太一,bond,三国太一
ramen,058,真住火朗志,special,真住火朗志
ramen,059,長束牧人,tension,長束牧人
ramen,060,針守騎,special,鎧守騎
ramen,061,門脇椎穂,justice,門脇椎穂
ramen,062,多民集,counter,多民集
ramen,063,黒石ベリオ,counter,黒石ペリオ
ramen,064,黒石バント,justice,黒石パント
ramen,065,張飛,special,張飛
ramen,066,スマイル,bond,スマイル
ramen,067,花林杏子,bond,花林杏子
ramen,068,坂本龍馬,justice,坂本龍馬
ramen,069,戸鉱憲明,bond,戸鉢憲明
ramen,070,手衣良琉花,special,手衣良琉花
ramen,071,代々日やえ,justice,代々日やえ
ramen,072,妊浜陽気,special,姪浜陽気
ramen,073,参由コウキ,tension,参募コウキ
ramen,074,静河和男,bond,静河和男
ramen,075,古手打七責,special,古手打七南
ramen,076,片見本梗,special,片見桔梗
ramen,077,青田春美,bond,青田春美
ramen,078,楠里歌万絡,bond,楠里歌万呂
ramen,079,大東領也,justice,大東領也
