星座,No,名前,メインビルドタイプ
イナビカリ座,36,声野 亮介,必殺
イナビカリ座,37,塗谷 貞哉,テンション
イナビカリ座,38,沖ノ島 宗,必殺
イナビカリ座,39,笹本 慎二,テンション
イナビカリ座,40,太宰 梅吉,テンション
イナビカリ座,41,場寅 仕,必殺
イナビカリ座,42,悟里 開,テンション
イナビカリ座,43,自亜 米佳,必殺
イナビカリ座,44,島袋 誠治,テンション
イナビカリ座,45,沢村 瞬,テンション
イナビカリ座,46,山崎 咲音,テンション
イナビカリ座,47,大出 アキ,必殺
イナビカリ座,48,竹中 敏晃,テンション
イナビカリ座,49,下矢 仁美,テンション
イナビカリ座,50,水沼 志帆,必殺
イナビカリ座,51,内藤 有人,テンション
イナビカリ座,52,広岡 千早花,テンション
イナビカリ座,53,高田 心菜,テンション
イナビカリ座,54,藤枝 布花,テンション
イナビカリ座,55,秀宝 滋弥,必殺
イナビカリ座,56,相山 尚美,テンション
イナビカリ座,57,釘谷 久,必殺
イナビカリ座,58,畑山 有,テンション
イナビカリ座,59,吉川 基史,必殺
イナビカリ座,60,作世 秀光,テンション
イナビカリ座,61,松村 綺依,必殺
イナビカリ座,62,波留 竜之介,テンション
イナビカリ座,63,双瀬 萌未,テンション
イナビカリ座,64,角丸 照文,必殺
イナビカリ座,65,山流 邦夫,テンション
イナビカリ座,66,高世 保奈美,テンション
イナビカリ座,67,笠山 走,必殺
イナビカリ座,68,欧後 欽介,テンション
イナビカリ座,69,我王 剛鉄,テンション
イナビカリ座,70,ラッティモ・オパーレ,必殺
イナビカリ座,71,ホルヘ・オルテガ,テンション
イナビカリ座,72,パク・ペクヨン,テンション
イナビカリ座,73,クライブ・シザース,テンション
イナビカリ座,74,チョ・ジョンス,テンション
イナビカリ座,75,吉良 瞳子,必殺
イナビカリ座,76,緑川 リュウジ,キズナ
イナビカリ座,77,宇奈本 義一,必殺
イナビカリ座,78,ロブ・パーカー,必殺
イナビカリ座,79,リカルド・アグエロ,テンション
イナビカリ座,80,グリロ・サントス,テンション
イナビカリ座,81,ラガルート・カルロス,テンション
イナビカリ座,82,クロウ,必殺
イナビカリ座,83,ジャッカル,必殺
イナビカリ座,84,ケーン・サイトー,必殺
イナビカリ座,85,コヨーテ,テンション
イナビカリ座,86,伴足 命,テンション
イナビカリ座,87,山札 始,必殺
イナビカリ座,88,ディンガ・フィグラン,テンション
イナビカリ座,89,ムブレロ・ツィンバ,テンション
イナビカリ座,90,ヤン・オルデノ,テンション
イナビカリ座,91,マキシミリアン・ミラツ,必殺
イナビカリ座,92,スキッド・ウー,テンション
イナビカリ座,93,イサーク・セサル,テンション
イナビカリ座,94,エルフェル,テンション
イナビカリ座,95,棍 健斗,必殺
イナビカリ座,96,多治 順風,必殺
イナビカリ座,97,忌部 啓司郎,テンション
イナビカリ座,98,彫之内 敬晴,テンション
イナビカリ座,99,穴沢 希多留,テンション
イナビカリ座,100,杣 有基,必殺
イナビカリ座,101,乳井 和華子,テンション
イナビカリ座,102,相良 幹聖,必殺
イナビカリ座,103,封地 縛,テンション
イナビカリ座,104,天駆 流智也,テンション
イナビカリ座,105,石津 宗雅,テンション
イナビカリ座,106,石作 秋兼,テンション
イナビカリ座,107,破我 力,必殺
イナビカリ座,108,方違 恵武,必殺
イナビカリ座,109,錦織 維子,テンション
イナビカリ座,110,桃山 我聞,テンション
イナビカリ座,111,南条 房斗,テンション
イナビカリ座,112,毒島 兼真,必殺
イナビカリ座,113,晴井 水成,テンション
イナビカリ座,114,村上 軍記,テンション
イナビカリ座,115,月島 景秀,テンション
イナビカリ座,116,宝亀 竜平,テンション
イナビカリ座,117,華花原 蝶子,テンション
イナビカリ座,118,石川 神兵,テンション
イナビカリ座,119,染谷 伝統,テンション
イナビカリ座,120,相模 俊彦,テンション
イナビカリ座,121,府老 明貞,テンション
イナビカリ座,122,五ノ神 栄治,必殺
イナビカリ座,123,虚木 実美,テンション
イナビカリ座,124,古戸 冥次,テンション
イナビカリ座,125,二角 孝男,テンション
イナビカリ座,126,小津野 役,必殺
イナビカリ座,127,照灯 君善,テンション
イナビカリ座,128,久流間 歯振,テンション
イナビカリ座,129,大賀美 音男,テンション
イナビカリ座,130,駆 茂,テンション
イナビカリ座,131,境長 音久,テンション
イナビカリ座,132,額鉢 菅夫,テンション
イナビカリ座,133,外川 近之助,テンション
イナビカリ座,134,堂波 天継,テンション
イナビカリ座,135,志荷賀 実人,テンション
イナビカリ座,136,芦賀 唯嘉,必殺
イナビカリ座,137,礼野 静,必殺
イナビカリ座,138,巴 ジータ,テンション
イナビカリ座,139,鈴林 凛々,テンション
イナビカリ座,140,雷轟 レント,テンション
イナビカリ座,141,三場 りお,テンション
イナビカリ座,142,小野田 裂夫,テンション
イナビカリ座,143,鎖田 分,必殺
イナビカリ座,144,知念 小石,テンション
イナビカリ座,145,月読 三日,必殺
イナビカリ座,146,割戸 謙信,テンション
イナビカリ座,147,麻布 良一,テンション
イナビカリ座,148,雷同 メイコ,必殺
イナビカリ座,149,千代木 希,テンション
イナビカリ座,150,フェッタ,テンション
イナビカリ座,151,デッキ,テンション
イナビカリ座,152,シープ,テンション
イナビカリ座,153,稲葉 大安,必殺
イナビカリ座,154,エンギル,必殺
イナビカリ座,155,ドリル,テンション
イナビカリ座,156,沖田 総司,テンション
イナビカリ座,157,ジャン・カトー,必殺
イナビカリ座,158,馬場 クリム,テンション
イナビカリ座,159,ウルル・アパ,必殺
イナビカリ座,160,シモン・クルール,必殺
イナビカリ座,161,太布里 杏,テンション
イナビカリ座,162,夏 元惇,テンション
イナビカリ座,163,久世 麻更,必殺
イナビカリ座,164,高森 潜蔵,テンション
イナビカリ座,165,紅菊,テンション
イナビカリ座,166,Ｃグマ,テンション
イナビカリ座,167,リラ・サンク,必殺
イナビカリ座,168,照井 眠宮,テンション
イナビカリ座,169,ポエ・タマナ,テンション
エイリア座,1,ギグ,必殺
エイリア座,2,ファドラ,キズナ
エイリア座,3,ウルビダ,テンション
エイリア座,4,染岡 竜吾,テンション
エイリア座,5,バーン,必殺
エイリア座,6,ガゼル,必殺
エイリア座,7,リオーネ,テンション
エイリア座,8,ヒート,キズナ
エイリア座,9,ドロル,ラフプレー
エイリア座,10,クララ,カウンター
エイリア座,11,グレント,必殺
エイリア座,12,バーラ,必殺
エイリア座,13,ゴルレオ,キズナ
エイリア座,14,ネッパー,ラフプレー
エイリア座,15,コラル,キズナ
エイリア座,16,パンドラ,カウンター
エイリア座,17,カロン,必殺
エイリア座,18,グリンゴ,正義
エイリア座,19,リーム,テンション
エイリア座,20,イオ,カウンター
エイリア座,21,タイタン,テンション
エイリア座,22,クリプト,テンション
エイリア座,23,モール,キズナ
エイリア座,24,ケイソン,正義
エイリア座,25,デザーム,テンション
エイリア座,26,ケンビル,ラフプレー
エイリア座,27,レーゼ,カウンター
エイリア座,28,ディアム,ラフプレー
エイリア座,29,マキュア,カウンター
エイリア座,30,スオーム,必殺
エイリア座,31,ゼル,ラフプレー
エイリア座,32,メトロン,テンション
エイリア座,33,ネロ,キズナ
エイリア座,34,キーブ,テンション
エイリア座,35,ハウザー,正義
エイリア座,36,ゲイル,必殺
エイリア座,37,サトス,テンション
エイリア座,38,レアン,カウンター
エイリア座,39,バクレー,キズナ
エイリア座,40,ウィーズ,必殺
エイリア座,41,グラン,キズナ
エイリア座,42,クィール,キズナ
エイリア座,43,アーク,テンション
エイリア座,44,ボニトナ,カウンター
エイリア座,45,コーマ,ラフプレー
エイリア座,46,サイデン,テンション
エイリア座,47,アイキュー,テンション
エイリア座,48,ベルガ,キズナ
エイリア座,49,バレン,ラフプレー
エイリア座,50,アイシー,キズナ
エイリア座,51,フロスト,ラフプレー
エイリア座,52,ブロウ,キズナ
エイリア座,53,少林寺 歩,正義
エイリア座,54,栗松 鉄平,ラフプレー
エイリア座,55,半田 真一,ラフプレー
エイリア座,56,闇野 カゲト,正義
エイリア座,57,影野 仁,カウンター
エイリア座,58,杉森 威,正義
エイリア座,59,西垣 守,ラフプレー
エイリア座,60,不動 明王,ラフプレー
エイリア座,61,松野 空介,カウンター
エイリア座,62,宍戸 佐吉,キズナ
エイリア座,63,研崎 竜一,必殺
エイリア座,64,風丸 一郎太,ラフプレー
エイリア座,65,ボンバ,必殺
キャラバン座,1,大谷 つくし,正義
キャラバン座,2,朱雀 夏彦,キズナ
キャラバン座,3,白虎 秋人,ラフプレー
キャラバン座,4,早乙女 キリエ,ラフプレー
キャラバン座,5,ダンテ・ディアブロ,必殺
キャラバン座,6,加納 輪介,必殺
キャラバン座,7,坂本 良,ラフプレー
キャラバン座,8,風来 康太,テンション
キャラバン座,9,小車 巡,カウンター
キャラバン座,10,空原 誘,必殺
キャラバン座,11,鈴鹿 走,カウンター
キャラバン座,12,金子 一樹,キズナ
キャラバン座,13,井口 満,必殺
キャラバン座,14,橘花 直弘,正義
キャラバン座,15,風切 彰,ラフプレー
キャラバン座,16,宝田 中,キズナ
キャラバン座,17,広島 紅,正義
キャラバン座,18,砲羽 陽介,カウンター
キャラバン座,19,日向 光伸,必殺
キャラバン座,20,草薙 剣,必殺
キャラバン座,21,今村 修生,キズナ
キャラバン座,22,井砂 卓司,必殺
キャラバン座,23,三ツ葉 葵,キズナ
キャラバン座,24,火山 希一,必殺
キャラバン座,25,地辺 克希,ラフプレー
キャラバン座,26,奥村 康文,キズナ
キャラバン座,27,海音寺 勇一,ラフプレー
キャラバン座,28,駅道 満,キズナ
キャラバン座,29,小玉 信輔,ラフプレー
キャラバン座,30,軽井沢 啓,必殺
キャラバン座,31,海道 貞一,正義
キャラバン座,32,須賀原 巡,テンション
キャラバン座,33,南島 建,必殺
キャラバン座,34,高柳 丈二,正義
キャラバン座,35,宅間 頼太,テンション
キャラバン座,36,今田 波音,正義
キャラバン座,37,継田 要,テンション
キャラバン座,38,工藤 駆,カウンター
キャラバン座,39,砂川 碧海,カウンター
キャラバン座,40,大凧 昇,ラフプレー
キャラバン座,41,神奈川 航介,キズナ
キャラバン座,42,新村 海洋,キズナ
キャラバン座,43,塩田 道之介,必殺
キャラバン座,44,山道 大樹,必殺
キャラバン座,45,大和田 隆太,カウンター
キャラバン座,46,高夢 宗一,必殺
キャラバン座,47,吹雪 士郎,必殺
キャラバン座,48,吹雪 士郎,キズナ
キャラバン座,49,喜多海 流,ラフプレー
キャラバン座,50,荒谷 紺子,キズナ
キャラバン座,51,真都路 珠香,カウンター
キャラバン座,52,財前 塔子,テンション
キャラバン座,53,函田 鉄,キズナ
キャラバン座,54,天神 阿太郎,キズナ
キャラバン座,55,木暮 夕弥,カウンター
キャラバン座,56,天神 吽助,カウンター
キャラバン座,57,立向居 勇気,カウンター
キャラバン座,58,浦部 リカ,テンション
キャラバン座,59,東江 矢須雄,ラフプレー
キャラバン座,60,芙愛 瑠宇,カウンター
キャラバン座,61,照橋 昧歌,正義
キャラバン座,62,原 瞳,カウンター
キャラバン座,63,橋本 兼司,カウンター
キャラバン座,64,和田 勇士,テンション
キャラバン座,65,中谷 真之,カウンター
キャラバン座,66,関谷 名人,ラフプレー
キャラバン座,67,土方 雷電,テンション
キャラバン座,68,郭 張箔,テンション
キャラバン座,69,阿保 初花,ラフプレー
キャラバン座,70,依田 博治,テンション
キャラバン座,71,白王 拳士,キズナ
キャラバン座,72,ゲラルト・エンダース,カウンター
キャラバン座,73,ホセ・コスタ,テンション
キャラバン座,74,アラン・ファリオ,キズナ
キャラバン座,75,リュー・スケール,キズナ
キャラバン座,76,ロベルト・トーレス,正義
キャラバン座,77,クインシー・ホースト,必殺
キャラバン座,78,歌舞天寺 洋,テンション
キャラバン座,79,長倉 悠,キズナ
キャラバン座,80,スラニ・ムロンゴ,正義
キャラバン座,81,開口 正陽,正義
キャラバン座,82,馬路 蒼騎,正義
キャラバン座,83,生石 智児,キズナ
キャラバン座,84,輪王寺 頼吾,正義
キャラバン座,85,白峰 虎一郎,必殺
キャラバン座,86,下間 開作,正義
キャラバン座,87,木暮 夕弥,カウンター
キャラバン座,88,善水 樹介,カウンター
キャラバン座,89,伊里 虹七郎,キズナ
キャラバン座,90,川内 広明,必殺
キャラバン座,91,都来 或,正義
キャラバン座,92,車田 剛一,テンション
キャラバン座,93,超馬 行,キズナ
キャラバン座,94,望都 黒周,必殺
キャラバン座,95,山岳 良利井,必殺
キャラバン座,96,相模原 撲彦,キズナ
キャラバン座,97,煮登呂 ヒュン,ラフプレー
